Classe	Sobrevivente	Sexo	Idade	Nome
2	0	H	25	Sobey,Mr.SamuelJamesHayden
3	0	H	20	Andreasson,Mr.PaulEdvin
3	0	H	18	Wiklund,Mr.JakobAlfred
2	0	H	25	Schmidt,Mr.August
3	1	M	13	Ayoub,Miss.Banoura
1	0	H	44	Franklin,Mr.ThomasParham
2	1	H	8	Davies,Master.JohnMorganJr
3	1	M	21	Nysten,Miss.AnnaSofia
3	1	M	21	McCarthy,Miss.Catherine"Katie"
3	0	M	22	Strandberg,Miss.IdaSofia
3	0	H	27	Webber,Mr.James
3	0	M	22	Riihivouri,Miss.SusannaJuhantytar"Sanni"
3	0	H	26	Keefe,Mr.Arthur
3	0	M	45	Lindblom,Miss.AugustaCharlotta
1	1	M	48	Ryerson,Mrs.ArthurLarned(EmilyMariaBorie)
3	0	M	17	Goodwin,Miss.LillianAmy
2	1	M	12	Watt,Miss.BerthaJ
2	0	H	32	Frost,Mr.AnthonyWood"Archie"
3	0	H	22	Perkin,Mr.JohnHenry
1	0	H	45	Smith,Mr.RichardWilliam
2	0	H	54	Carter,Rev.ErnestCourtenay
3	1	H	20	Hyman,Mr.Abraham
2	1	M	42	Louch,Mrs.CharlesAlexander(AliceAdelaideSlow)
3	1	H	3	Coutts,Master.WilliamLoch"William"
1	1	M	34	Chambers,Mrs.NormanCampbell(BerthaGriggs)
2	0	H	29	Coleridge,Mr.ReginaldCharles
3	0	M	39	Andersson,Mrs.AndersJohan(AlfridaKonstantiaBrogren)
3	1	M	20	O'Driscoll,Miss.Bridget
2	1	M	29	Nye,Mrs.(ElizabethRamell)
3	0	M	26	Meanwell,Miss.(MarionOgden)
1	0	H	46	Jones,Mr.CharlesCresson
1	0	H	36	Cavendish,Mr.TyrellWilliam
3	1	M	18	Aks,Mrs.Sam(LeahRosen)
3	0	M	30	Mangan,Miss.Mary
1	1	M	18	Taussig,Miss.Ruth
3	0	H	26	Kraeff,Mr.Theodor
1	1	M	18	Taussig,Miss.Ruth
3	1	M	5	Karun,Miss.Manca
2	1	M	41	Mellinger,Mrs.(ElizabethAnneMaidment)
1	0	H	46	Parr,Mr.WilliamHenryMarsh
1	1	H	48	Ismay,Mr.JosephBruce
3	0	M	41	Panula,Mrs.Juha(MariaEmiliaOjala)
2	1	M	36	Angle,Mrs.WilliamA(Florence"Mary"AgnesHughes)
3	1	M	16	Carr,Miss.Helen"Ellen"
3	0	H	16	Panula,Mr.ErnestiArvid
3	0	H	27	Kassem,Mr.Fared
1	1	M	49	Widener,Mrs.GeorgeDunton(EleanorElkins)
3	0	H	26	Simmons,Mr.John
3	1	H	33	Jonsson,Mr.Carl
3	0	M	31	Olsson,Miss.Elina
3	0	H	25	Sutehall,Mr.HenryJr
2	1	M	18	Doling,Miss.Elsie
3	1	M	13	Ayoub,Miss.Banoura
1	1	M	31	Newell,Miss.Madeleine
3	1	H	43	Sundman,Mr.JohanJulian
3	0	M	19	McNamee,Mrs.Neal(EileenO'Leary)
3	0	H	27	Sirota,Mr.Maurice
2	1	M	1	West,Miss.BarbaraJ
2	0	H	16	Mudd,Mr.ThomasCharles
3	1	M	18	Aks,Mrs.Sam(LeahRosen)
3	0	H	26	Warren,Mr.CharlesWilliam
2	0	H	42	Byles,Rev.ThomasRousselDavids
3	0	H	28	Olsson,Mr.NilsJohanGoransson
2	1	M	28	Abelson,Mrs.Samuel(HannahWizosky)
2	1	M	27	DuranyMore,Miss.Asuncion
3	0	H	20	Oreskovic,Mr.Luka
1	1	M	58	Lurette,Miss.Elise
2	1	H	8	Davies,Master.JohnMorganJr
3	0	H	27	Sirota,Mr.Maurice
1	1	H	36	Silverthorne,Mr.SpencerVictor
3	0	H	26	Saad,Mr.Amin
3	1	M	5	Karun,Miss.Manca
3	0	H	17	Jensen,Mr.SvendLauritz
3	1	M	20	O'Driscoll,Miss.Bridget
3	0	H	25	Davies,Mr.AlfredJ
3	0	M	22	Strandberg,Miss.IdaSofia
3	1	M	5	Baclini,Miss.MarieCatherine
1	1	M	59	Brown,Mrs.JohnMurray(CarolineLaneLamson)
1	0	H	40	Robbins,Mr.Victor
2	1	H	29	Portaluppi,Mr.EmilioIlarioGiuseppe
3	0	M	16	Hagardon,Miss.Kate
1	0	H	33	Rowe,Mr.AlfredG
2	0	M	22	Karnes,Mrs.JFrank(ClaireBennett)
3	1	H	18	Dorking,Mr.EdwardArthur
2	1	H	1	Hamalainen,Master.Viljo
1	0	H	20	White,Mr.RichardFrasar
3	1	M	15	McGowan,Miss.Anna"Annie"
2	0	H	23	Eitemiller,Mr.GeorgeFloyd
3	0	H	22	Vovk,Mr.Janko
3	1	M	20	O'Brien,Mrs.Thomas(Johanna"Hannah"Godfrey)
3	1	M	20	Mullens,Miss.Katherine"Katie"
1	1	M	22	Frolicher,Miss.HedwigMargaritha
3	0	M	2	Rosblom,Miss.SalliHelena
3	0	H	29	Makinen,Mr.KalleEdvard
1	1	M	50	Baxter,Mrs.James(HeleneDeLaudeniereChaput)
1	0	H	57	Kent,Mr.EdwardAustin
3	0	H	35	Asim,Mr.Adola
1	0	H	44	Harrington,Mr.CharlesH
3	0	H	39	Saether,Mr.SimonSivertsen
1	0	H	44	Hilliard,Mr.HerbertHenry
3	0	H	23	Odahl,Mr.NilsMartin
3	0	H	25	Gallagher,Mr.Martin
2	0	H	36	West,Mr.EdwyArthur
2	0	H	44	Harbeck,Mr.WilliamH
2	1	M	7	Collyer,Miss.Marjorie"Lottie"
3	0	M	45	Lindblom,Miss.AugustaCharlotta
3	0	H	16	Rush,Mr.AlfredGeorgeJohn
3	0	H	29	Christmann,Mr.Emil
2	0	H	28	Banfield,Mr.FrederickJames
3	0	M	19	McNamee,Mrs.Neal(EileenO'Leary)
3	0	M	35	McGowan,Miss.Katherine
1	0	H	45	Chisholm,Mr.RoderickRobertCrispin
1	1	M	50	Baxter,Mrs.James(HeleneDeLaudeniereChaput)
3	0	H	16	Panula,Mr.ErnestiArvid
2	0	H	47	Gilbert,Mr.William
1	0	H	40	Farthing,Mr.John
3	0	M	18	Hegarty,Miss.Hanora"Nora"
2	1	M	23	Brown,Miss.Amelia"Mildred"
2	0	H	36	Levy,Mr.ReneJacques
1	1	M	24	Snyder,Mrs.JohnPillsbury(NelleStevenson)
1	1	M	51	Hogeboom,Mrs.JohnC(AnnaAndrews)
2	0	H	27	Bracken,Mr.JamesH
1	1	M	52	Hays,Mrs.CharlesMelville(ClaraJenningsGregg)
3	0	H	34	Johanson,Mr.JakobAlfred
2	1	H	27	Williams,Mr.CharlesEugene
3	1	M	20	Jermyn,Miss.Annie
1	1	H	45	Romaine,Mr.CharlesHallace("MrCRolmane")
3	1	H	21	O'Keefe,Mr.Patrick
2	1	H	26	Caldwell,Mr.AlbertFrancis
1	0	H	29	Loring,Mr.JosephHolland
3	0	H	40	Everett,Mr.ThomasJames
3	0	H	3	Skoog,Master.Harald
1	1	M	39	Silvey,Mrs.WilliamBaird(AliceMunger)
2	0	H	19	Pengelly,Mr.FrederickWilliam
1	0	H	24	Smith,Mr.LucienPhilip
1	0	H	41	Brady,Mr.JohnBertram
2	0	H	42	Jacobsohn,Mr.SidneySamuel
3	0	H	51	Green,Mr.GeorgeHenry
3	1	M	23	Lundin,Miss.OlgaElida
3	0	M	18	Arnold-Franchi,Mrs.Josef(JosefineFranchi)
2	1	H	3	Navratil,Master.MichelM
3	0	H	26	Moran,Mr.DanielJ
3	0	H	27	Niklasson,Mr.Samuel
2	1	M	23	Jerwan,Mrs.AminS(MarieMartheThuillard)
3	0	H	37	Rekic,Mr.Tido
2	0	H	25	Laroche,Mr.JosephPhilippeLemercier
3	1	M	36	deMessemaeker,Mrs.GuillaumeJoseph(Emma)
3	1	M	20	Mullens,Miss.Katherine"Katie"
3	1	M	2	Johnson,Miss.EleanorIleen
3	0	M	26	Peacock,Mrs.Benjamin(EdithNile)
3	0	M	25	Lindahl,Miss.AgdaThorildaViktoria
3	0	H	21	Pasic,Mr.Jakob
1	0	H	56	Hipkins,Mr.WilliamEdward
2	0	H	51	Bateman,Rev.RobertJames
3	1	H	27	Hedman,Mr.OskarArvid
1	1	M	24	Sagesser,Mlle.Emma
3	1	H	4	Johnson,Master.HaroldTheodor
1	1	M	49	Widener,Mrs.GeorgeDunton(EleanorElkins)
2	0	H	21	Cotterill,Mr.Henry"Harry"
1	1	M	48	Douglas,Mrs.WalterDonald(MahalaDutton)
2	0	H	63	Howard,Mr.Benjamin
3	0	H	20	Saundercock,Mr.WilliamHenry
3	0	M	26	Caram,Mrs.Joseph(MariaElias)
2	0	H	25	Hickman,Mr.LeonardMark
3	0	H	26	vanMelkebeke,Mr.Philemon
2	0	H	41	Peruschitz,Rev.JosephMaria
1	1	H	26	Bishop,Mr.DickinsonH
3	0	H	26	Petroff,Mr.Pastcho("Pentcho")
3	0	H	26	Elias,Mr.Dibo
3	0	M	1	Klasen,Miss.GertrudEmilia
2	0	H	36	West,Mr.EdwyArthur
3	1	M	21	Smyth,Miss.Julia
2	0	H	31	deBrito,Mr.JoseJoaquim
3	0	H	27	Peduzzi,Mr.Joseph
2	1	M	24	delCarlo,Mrs.Sebastiano(ArgeniaGenovesi)
1	1	M	34	Futrelle,Mrs.JacquesHeath(LilyMayPeel)
3	1	H	19	Hee,Mr.Ling
2	1	M	54	Hocking,Mrs.Elizabeth(ElizaNeeds)
2	0	H	36	Fox,Mr.StanleyHubert
1	1	M	16	Lines,Miss.MaryConover
1	1	M	18	PenascoyCastellana,Mrs.VictordeSatode(MariaJosefaPerezdeSotoyVallejo)
3	1	M	20	Mannion,Miss.Margareth
2	0	H	46	McKane,Mr.PeterDavid
1	0	H	38	Graham,Mr.GeorgeEdward
3	0	H	20	Betros,Mr.Tannous
3	0	M	40	Ahlin,Mrs.Johan(JohannaPersdotterLarsson)
3	0	H	19	Katavelas,Mr.Vassilios("CatavelasVassilios")
3	1	M	17	Cribb,Miss.LauraAlice
3	0	H	23	Daher,Mr.Shedid
3	0	M	26	Lefebre,Mrs.Frank(Frances)
3	0	M	9	Skoog,Miss.Mabel
2	0	H	24	Jefferys,Mr.CliffordThomas
3	0	M	30	Cacic,Miss.Marija
3	0	H	27	Niklasson,Mr.Samuel
1	0	H	44	Crafton,Mr.JohnBertram
2	1	H	27	Williams,Mr.CharlesEugene
3	0	H	25	Sage,Master.ThomasHenry
3	0	M	30	VanImpe,Mrs.JeanBaptiste(RosaliePaulaGovaert)
2	0	H	25	Hickman,Mr.LeonardMark
3	0	H	26	Gheorgheff,Mr.Stanio
1	1	M	44	Stengel,Mrs.CharlesEmilHenry(AnnieMayMorris)
3	0	H	27	Moutal,Mr.RahaminHaim
3	0	H	27	Emir,Mr.FarredChehab
3	1	H	21	McCormack,Mr.ThomasJoseph
3	0	H	27	Sdycoff,Mr.Todor
1	0	H	49	Case,Mr.HowardBrown
3	1	M	1	Nakid,Miss.Maria("Mary")
2	1	M	49	Ridsdale,Miss.Lucy
1	0	H	25	Giglio,Mr.Victor
1	1	M	22	Longley,Miss.GretchenFiske
3	0	H	27	Lahoud,Mr.Sarkis
3	0	M	26	Naughton,Miss.Hannah
3	1	M	21	Shine,Miss.EllenNatalia
1	1	H	50	Frauenthal,Dr.HenryWilliam
1	0	H	63	Fortune,Mr.Mark
2	1	H	29	PallasyCastello,Mr.Emilio
1	1	M	37	Minahan,Mrs.WilliamEdward(LillianEThorpe)
3	1	M	20	Thorneycroft,Mrs.Percival(FlorenceKateWhite)
3	0	H	28	Braund,Mr.LewisRichard
2	1	M	50	Toomey,Miss.Ellen
3	1	H	21	Mamee,Mr.Hanna
2	0	H	26	Montvila,Rev.Juozas
2	1	H	1	Richards,Master.GeorgeSibley
1	0	H	65	Ostby,Mr.EngelhartCornelius
2	1	M	50	Toomey,Miss.Ellen
3	0	H	27	Pedersen,Mr.Olaf
3	0	H	27	Plotcharsky,Mr.Vasil
2	0	M	32	Corey,Mrs.PercyC(MaryPhyllisElizabethMiller)
3	0	H	26	Saade,Mr.JeanNassr
